name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"Lev/FarmTools/Wooden/Cloth [ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,0,85904,32668,878,119450,0.0000,0.7192,0.9926,0.0000,0.31,30.28,-29.97,600,30000,0.00,5,12,Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|Levy Hall
"Lev/HuntBow/Cloth [ApoHeal, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,27,85920,32616,887,119450,0.0002,0.7193,0.9926,0.0003,0.31,27.05,-26.74,600,30000,0.90,5,9,Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|Levy Hall
"Lev/Cudgel/Cloth [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,8,74910,17531,1601,94050,0.0001,0.7965,0.9830,0.0001,0.85,30.35,-29.50,1000,50000,0.16,5,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post
"Lev/FarmTools/Cloth [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,7,74872,17556,1615,94050,0.0001,0.7961,0.9828,0.0001,0.86,33.06,-32.20,1000,50000,0.14,5,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post
"Lev/FarmTools/Wooden/Cloth [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,1,74963,17550,1536,94050,0.0000,0.7971,0.9837,0.0000,0.82,34.14,-33.33,800,40000,0.03,7,19,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|Outrider Intercept Post
"Lev/HuntBow/Cloth [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,22,74907,17523,1598,94050,0.0002,0.7965,0.9830,0.0003,0.85,30.46,-29.60,800,40000,0.55,7,16,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|Outrider Intercept Post
"Lev/Cudgel/Cloth [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,51,70025,16355,7619,94050,0.0005,0.7446,0.9190,0.0007,3.05,29.39,-26.35,1000,50000,1.02,7,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery
"Lev/FarmTools/Cloth [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,20,69986,16375,7669,94050,0.0002,0.7441,0.9185,0.0003,3.06,32.70,-29.64,1000,50000,0.40,7,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery
"Lev/FarmTools/Wooden/Cloth [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,7,70002,16393,7648,94050,0.0001,0.7443,0.9187,0.0001,3.04,34.05,-31.01,800,40000,0.17,9,19,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|Outrider Intercept Post|Outrider Mastery
"Lev/HuntBow/Cloth [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,154,70128,16183,7585,94050,0.0016,0.7456,0.9194,0.0022,3.05,29.59,-26.54,800,40000,3.85,9,16,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery
"Lev/Cudgel/Cloth [ApoHeal, Regen 5, Reroll, Rend]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,14,85909,32621,906,119450,0.0001,0.7192,0.9924,0.0002,0.32,26.68,-26.36,800,40000,0.35,5,12,Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|MWRend
"Lev/FarmTools/Wooden/Cloth [ApoHeal, Regen 5, Reroll, Rend]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,1,85927,32659,863,119450,0.0000,0.7194,0.9928,0.0000,0.30,30.02,-29.72,600,30000,0.03,5,12,Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|MWRend
"Lev/HuntBow/Cloth [ApoHeal, Regen 5, Reroll, Rend]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,29,85894,32561,966,119450,0.0002,0.7191,0.9919,0.0003,0.34,26.62,-26.29,600,30000,0.97,5,12,Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|MWRend
"Lev/Cudgel/Cloth [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,12,74930,17543,1565,94050,0.0001,0.7967,0.9834,0.0002,0.83,29.77,-28.94,800,40000,0.30,6,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post
"Lev/FarmTools/Cloth [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,2,74979,17530,1539,94050,0.0000,0.7972,0.9836,0.0000,0.82,32.66,-31.85,800,40000,0.05,6,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post
"Lev/FarmTools/Wooden/Cloth [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,0,74897,17554,1599,94050,0.0000,0.7964,0.9830,0.0000,0.85,33.81,-32.96,600,30000,0.00,8,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|MWRend|Outrider Intercept Post
"Lev/HuntBow/Cloth [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,35,74944,17494,1577,94050,0.0004,0.7969,0.9832,0.0005,0.85,29.89,-29.04,600,30000,1.17,8,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|MWRend|Outrider Intercept Post
"Lev/Cudgel/Cloth [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,68,70201,16361,7420,94050,0.0007,0.7464,0.9211,0.0010,2.97,28.64,-25.67,800,40000,1.70,8,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/FarmTools/Cloth [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,16,70073,16421,7540,94050,0.0002,0.7451,0.9198,0.0002,3.00,32.20,-29.20,800,40000,0.40,8,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/FarmTools/Wooden/Cloth [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,5,70060,16410,7575,94050,0.0001,0.7449,0.9195,0.0001,3.00,33.64,-30.64,600,30000,0.17,10,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/HuntBow/Cloth [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,135,70071,16275,7569,94050,0.0014,0.7450,0.9195,0.0019,3.05,28.92,-25.87,600,30000,4.50,10,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/Cudgel/Leather [ApoHeal, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,12,85916,32642,880,119450,0.0001,0.7193,0.9926,0.0001,0.31,27.09,-26.78,600,30000,0.40,5,9,Animal Husbandry|Apothecary|Hospitaller|Infirmary|Levy Hall|Tannery
"Lev/FarmTools/Leather [ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,7,85926,32644,873,119450,0.0001,0.7193,0.9927,0.0001,0.31,29.31,-29.00,600,30000,0.23,5,9,Animal Husbandry|Apothecary|Hospitaller|Infirmary|Levy Hall|Tannery
"Lev/FarmTools/Kite/Leather [ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,Kite Shield,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,7,85910,32611,922,119450,0.0001,0.7192,0.9923,0.0001,0.33,29.23,-28.90,600,30000,0.23,6,9,Animal Husbandry|Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|Tannery
"Lev/HuntBow/Leather [ApoHeal, Regen 5, Reroll]",Levy,,,Leather,Hunting Bow,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll",Random,34,85930,32645,841,119450,0.0003,0.7194,0.9930,0.0004,0.30,27.03,-26.73,600,30000,1.13,6,6,Animal Husbandry|Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|Tannery
"Lev/Cudgel/Leather [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,13,74965,17514,1558,94050,0.0001,0.7971,0.9834,0.0002,0.83,30.33,-29.50,800,40000,0.33,7,16,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Tannery
"Lev/FarmTools/Leather [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,4,74865,17532,1649,94050,0.0000,0.7960,0.9825,0.0001,0.88,33.05,-32.17,800,40000,0.10,7,16,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Tannery
"Lev/FarmTools/Kite/Leather [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,Farm Tools,Kite Shield,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,3,74946,17530,1571,94050,0.0000,0.7969,0.9833,0.0000,0.84,32.93,-32.09,600,30000,0.10,9,19,Animal Husbandry|Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|Outrider Intercept Post|Tannery
"Lev/HuntBow/Leather [ApoHeal, Outr:once, Regen 5, Reroll]",Levy,,,Leather,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll",Random,24,74941,17535,1550,94050,0.0003,0.7968,0.9835,0.0003,0.83,30.41,-29.58,600,30000,0.80,9,16,Animal Husbandry|Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|Outrider Intercept Post|Tannery
"Lev/Cudgel/Leather [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,64,70089,16369,7528,94050,0.0007,0.7452,0.9200,0.0009,3.03,29.33,-26.30,800,40000,1.60,9,16,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery|Tannery
"Lev/FarmTools/Leather [Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll",Random,19,70058,16432,7541,94050,0.0002,0.7449,0.9198,0.0003,3.00,32.65,-29.65,800,40000,0.47,9,16,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery|Tannery
"Lev/Cudgel/Leather [ApoHeal, Regen 5, Reroll, Rend]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,11,85914,32634,891,119450,0.0001,0.7192,0.9925,0.0001,0.32,26.64,-26.32,600,30000,0.37,5,12,Animal Husbandry|Apothecary|Hospitaller|Infirmary|MWRend|Tannery
"Lev/FarmTools/Leather [ApoHeal, Regen 5, Reroll, Rend]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,2,85901,32643,904,119450,0.0000,0.7191,0.9924,0.0000,0.32,29.00,-28.68,600,30000,0.07,5,12,Animal Husbandry|Apothecary|Hospitaller|Infirmary|MWRend|Tannery
"Lev/FarmTools/Kite/Leather [ApoHeal, Regen 5, Reroll, Rend]",Levy,Farm Tools,Kite Shield,Leather,,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,2,85920,32613,915,119450,0.0000,0.7193,0.9923,0.0000,0.32,28.89,-28.57,400,20000,0.10,7,12,Animal Husbandry|Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|MWRend|Tannery
"Lev/HuntBow/Leather [ApoHeal, Regen 5, Reroll, Rend]",Levy,,,Leather,Hunting Bow,False,50,"Apothecary Heal,Regenerate 5,Regenerate Reroll,Rend",Random,24,85911,32598,917,119450,0.0002,0.7192,0.9923,0.0003,0.33,26.59,-26.27,400,20000,1.20,7,12,Animal Husbandry|Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|MWRend|Tannery
"Lev/Cudgel/Leather [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,10,74959,17574,1507,94050,0.0001,0.7970,0.9840,0.0001,0.80,29.74,-28.94,600,30000,0.33,8,22,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Tannery
"Lev/FarmTools/Leather [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,2,75026,17559,1463,94050,0.0000,0.7977,0.9844,0.0000,0.78,32.62,-31.84,600,30000,0.07,8,22,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Tannery
"Lev/FarmTools/Kite/Leather [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,Kite Shield,Leather,,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,3,74879,17578,1590,94050,0.0000,0.7962,0.9831,0.0000,0.85,32.53,-31.68,400,20000,0.15,10,22,Animal Husbandry|Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|MWRend|Outrider Intercept Post|Tannery
"Lev/HuntBow/Leather [Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,,,Leather,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,29,74909,17523,1589,94050,0.0003,0.7965,0.9831,0.0004,0.85,29.87,-29.02,400,20000,1.45,10,22,Animal Husbandry|Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Tannery
"Lev/Cudgel/Leather [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,66,70018,16387,7579,94050,0.0007,0.7445,0.9194,0.0009,3.04,28.64,-25.60,600,30000,2.20,10,22,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery|Tannery
"Lev/FarmTools/Leather [Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Outrider: every,Regenerate 5,Regenerate Reroll,Rend",Random,23,69980,16367,7680,94050,0.0002,0.7441,0.9183,0.0003,3.09,32.21,-29.13,600,30000,0.77,10,22,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery|Tannery
"Lev/Cudgel/Cloth [ApoHeal, Poison, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,23,85908,32629,890,119450,0.0002,0.7192,0.9925,0.0003,0.31,25.63,-25.32,800,40000,0.57,5,12,Apothecary|Hospitaller|Infirmary|Levy Hall|Toxicarium
"Lev/FarmTools/Cloth [ApoHeal, Poison, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,31,85933,32581,905,119450,0.0003,0.7194,0.9924,0.0004,0.32,27.12,-26.80,800,40000,0.78,5,12,Apothecary|Hospitaller|Infirmary|Levy Hall|Toxicarium
"Lev/FarmTools/Wooden/Cloth [ApoHeal, Poison, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,5,85876,32605,964,119450,0.0000,0.7189,0.9919,0.0001,0.34,28.62,-28.28,800,40000,0.12,6,12,Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|Toxicarium
"Lev/HuntBow/Cloth [ApoHeal, Poison, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,56,85890,32597,907,119450,0.0005,0.7190,0.9924,0.0007,0.33,24.83,-24.50,800,40000,1.40,6,9,Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|Toxicarium
"Lev/Cudgel/Cloth [Poison, Outr:once, ApoHeal, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll",Random,18,74936,17543,1553,94050,0.0002,0.7968,0.9835,0.0002,0.83,28.56,-27.73,1000,50000,0.36,7,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Toxicarium
"Lev/FarmTools/Cloth [Poison, Outr:once, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll",Random,22,74958,17540,1530,94050,0.0002,0.7970,0.9837,0.0003,0.82,30.45,-29.63,1000,50000,0.44,7,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Toxicarium
"Lev/FarmTools/Wooden/Cloth [Poison, Outr:once, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll",Random,3,74921,17562,1564,94050,0.0000,0.7966,0.9834,0.0000,0.83,32.13,-31.30,800,40000,0.07,9,19,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|Outrider Intercept Post|Toxicarium
"Lev/HuntBow/Cloth [Poison, Outr:once, ApoHeal, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll",Random,55,74936,17499,1560,94050,0.0006,0.7968,0.9834,0.0007,0.84,27.82,-26.98,800,40000,1.38,9,16,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|Outrider Intercept Post|Toxicarium
"Lev/Cudgel/Cloth [Poison, Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Poison,Regenerate 5,Regenerate Reroll",Random,92,70032,16365,7561,94050,0.0010,0.7446,0.9196,0.0013,3.02,27.05,-24.03,1000,50000,1.84,9,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery|Toxicarium
"Lev/FarmTools/Cloth [Poison, Outr:every, ApoHeal, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Poison,Regenerate 5,Regenerate Reroll",Random,156,70090,16273,7531,94050,0.0017,0.7452,0.9199,0.0022,3.04,29.61,-26.58,1000,50000,3.12,9,16,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|Outrider Intercept Post|Outrider Mastery|Toxicarium
"Lev/Cudgel/Cloth [Poison, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,18,85908,32646,878,119450,0.0002,0.7192,0.9926,0.0002,0.31,25.11,-24.80,800,40000,0.45,5,15,Apothecary|Hospitaller|Infirmary|MWRend|Toxicarium
"Lev/FarmTools/Cloth [Poison, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,19,85927,32690,814,119450,0.0002,0.7194,0.9932,0.0002,0.29,26.67,-26.38,800,40000,0.47,5,15,Apothecary|Hospitaller|Infirmary|MWRend|Toxicarium
"Lev/FarmTools/Wooden/Cloth [Poison, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,5,85918,32653,874,119450,0.0000,0.7193,0.9927,0.0001,0.31,28.23,-27.92,600,30000,0.17,7,15,Apothecary|Carpentry|Hospitaller|Infirmary|Joinery|MWRend|Toxicarium
"Lev/HuntBow/Cloth [Poison, ApoHeal, Rend, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,63,85894,32582,911,119450,0.0005,0.7191,0.9924,0.0007,0.33,24.26,-23.93,600,30000,2.10,7,15,Apothecary|Carpentry|Fletchery|Hospitaller|Infirmary|MWRend|Toxicarium
"Lev/Cudgel/Cloth [Poison, Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,19,74941,17529,1561,94050,0.0002,0.7968,0.9834,0.0003,0.83,27.86,-27.02,800,40000,0.47,8,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Toxicarium
"Lev/FarmTools/Cloth [Poison, Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,26,74906,17513,1605,94050,0.0003,0.7964,0.9829,0.0003,0.86,29.93,-29.07,800,40000,0.65,8,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Toxicarium
"Lev/FarmTools/Wooden/Cloth [Poison, Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,Wooden Shield,Cloth,,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,3,74924,17540,1583,94050,0.0000,0.7966,0.9832,0.0000,0.84,31.66,-30.82,600,30000,0.10,10,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Hospitaller|Infirmary|Joinery|MWRend|Outrider Intercept Post|Toxicarium
"Lev/HuntBow/Cloth [Poison, Outr:once, ApoHeal, Rend, Regen 5, Reroll]",Levy,,,Cloth,Hunting Bow,False,50,"Apothecary Heal,Outrider: once,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,52,74947,17504,1547,94050,0.0006,0.7969,0.9836,0.0007,0.83,27.04,-26.21,600,30000,1.73,10,22,Apothecary|Caravanery|Carpentry|Cipher Chamber|Fletchery|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Toxicarium
"Lev/Cudgel/Cloth [Poison, Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Cudgel,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,112,70169,16407,7362,94050,0.0012,0.7461,0.9217,0.0016,2.95,26.16,-23.20,800,40000,2.80,10,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery|Toxicarium
"Lev/FarmTools/Cloth [Poison, Outr:every, ApoHeal, Rend, Regen 5, Reroll]",Levy,Farm Tools,,Cloth,,False,50,"Apothecary Heal,Outrider: every,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,140,70127,16291,7492,94050,0.0015,0.7456,0.9203,0.0020,3.02,28.93,-25.91,800,40000,3.50,10,22,Apothecary|Caravanery|Cipher Chamber|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Outrider Mastery|Toxicarium
"Lev/Cudgel/Leather [ApoHeal, Poison, Regen 5, Reroll]",Levy,Cudgel,,Leather,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,14,85902,32642,892,119450,0.0001,0.7191,0.9925,0.0002,0.31,25.58,-25.27,800,40000,0.35,6,9,Animal Husbandry|Apothecary|Hospitaller|Infirmary|Tannery|Toxicarium
"Lev/FarmTools/Leather [ApoHeal, Poison, Regen 5, Reroll]",Levy,Farm Tools,,Leather,,False,50,"Apothecary Heal,Poison,Regenerate 5,Regenerate Reroll",Random,22,85912,32626,890,119450,0.0002,0.7192,0.9925,0.0003,0.31,27.09,-26.77,800,40000,0.55,6,9,Animal Husbandry|Apothecary|Hospitaller|Infirmary|Tannery|Toxicarium
